@relation mididateWEKA
@attribute s {60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,0}
64,71,72,60,67,69,55,60,60,48,48,48
71,72,71,67,69,67,60,60,60,48,48,48
72,71,72,69,67,67,60,60,55,48,48,48
71,72,74,67,67,65,60,55,55,48,48,50
72,74,72,67,65,64,55,55,54,48,50,50
74,72,71,65,64,62,55,54,55,50,50,43
72,71,65,64,62,62,54,55,55,50,43,43
71,65,67,62,62,64,55,55,55,43,43,43
65,67,69,62,64,65,55,55,59,43,43,43
67,69,72,64,65,69,55,59,60,43,43,48
69,72,71,65,69,67,59,60,60,43,48,48
72,71,67,69,67,64,60,60,55,48,48,48
71,67,71,67,64,65,60,55,55,48,48,47
67,71,72,64,65,65,55,55,54,48,47,45
71,72,71,65,65,62,55,54,55,47,45,43
72,71,71,65,62,65,54,55,55,45,43,43
71,71,72,62,65,64,55,55,55,43,43,48
71,72,67,65,64,64,55,55,60,43,48,48
72,67,64,64,64,60,55,60,55,48,48,48
67,64,62,64,60,60,60,55,57,48,48,41
64,62,65,60,60,60,55,57,57,48,41,41
62,65,69,60,60,60,57,57,57,41,41,41
65,69,65,60,60,60,57,57,57,41,41,41
69,65,62,60,60,60,57,57,55,41,41,43
65,62,67,60,60,59,57,55,53,41,43,43
62,67,60,60,59,60,55,53,52,43,43,48
67,60,65,59,60,60,53,52,57,43,48,41
60,65,64,60,60,60,52,57,55,48,41,48
65,64,0,60,60,0,57,55,0,41,48,0
62,60,64,57,55,60,50,52,48,41,43,43
60,64,67,55,60,57,52,48,50,43,43,43
64,67,65,60,57,59,48,50,55,43,43,43
67,65,64,57,59,60,50,55,55,43,43,48
65,64,60,59,60,60,55,55,52,43,48,48
64,60,69,60,60,57,55,52,53,48,48,41
60,69,67,60,57,64,52,53,58,48,41,43
69,67,65,57,64,62,53,58,57,41,43,45
67,65,60,64,62,57,58,57,52,43,45,43
65,60,64,62,57,59,57,52,55,45,43,43
60,64,0,57,59,0,52,55,0,43,43,0
0,60,62,0,60,60,0,52,53,0,48,48
60,62,64,60,60,60,52,53,55,48,48,48
62,64,69,60,60,60,53,55,53,48,48,41
64,69,69,60,60,60,55,53,52,48,41,41
69,69,67,60,60,59,53,52,50,41,41,43
69,67,65,60,59,62,52,50,55,41,43,47
67,65,65,59,62,60,50,55,57,43,47,41
65,65,64,62,60,60,55,57,57,47,41,41
65,64,62,60,60,60,57,57,50,41,41,43
64,62,62,60,60,60,57,50,52,41,43,43
62,62,62,60,60,59,50,52,53,43,43,43
62,62,60,60,59,60,52,53,52,43,43,48
62,60,62,59,60,60,53,52,53,43,48,48
60,62,64,60,60,60,52,53,55,48,48,48
62,64,69,60,60,64,53,55,60,48,48,45
64,69,67,60,64,62,55,60,59,48,45,47
69,67,67,64,62,62,60,59,59,45,47,48
67,67,65,62,62,62,59,59,57,47,48,50
67,65,65,62,62,60,59,57,57,48,50,50
65,65,64,62,60,59,57,57,56,50,50,52
65,64,65,60,59,60,57,56,57,50,52,41
64,65,64,59,60,60,56,57,57,52,41,41
65,64,62,60,60,60,57,57,50,41,41,43
64,62,62,60,60,60,57,50,52,41,43,43
62,62,62,60,60,59,50,52,53,43,43,43
62,62,60,60,59,60,52,53,52,43,43,48
62,60,62,59,60,59,53,52,55,43,48,55
60,62,62,60,59,59,52,55,55,48,55,53
62,62,64,59,59,61,55,55,55,55,53,52
62,64,65,59,61,62,55,55,57,53,52,50
64,65,64,61,62,60,55,57,57,52,50,45
65,64,69,62,60,62,57,57,53,50,45,45
64,69,72,60,62,60,57,53,52,45,45,45
69,72,69,62,60,64,53,52,60,45,45,45
72,69,69,60,64,64,52,60,59,45,45,47
69,69,64,64,64,64,60,59,57,45,47,48
69,64,66,64,64,62,59,57,57,47,48,50
64,66,66,64,62,60,57,57,57,48,50,50
66,66,67,62,60,59,57,57,55,50,50,43
66,67,67,60,59,62,57,55,53,50,43,47
67,67,67,59,62,60,55,53,52,43,47,48
67,67,64,62,60,60,53,52,55,47,48,46
67,64,65,60,60,60,52,55,60,48,46,45
64,65,67,60,60,62,55,60,58,46,45,43
65,67,67,60,62,64,60,58,58,45,43,43
67,67,69,62,64,65,58,58,57,43,43,41
67,69,65,64,65,60,58,57,53,43,41,45
69,65,64,65,60,60,57,53,57,41,45,41
65,64,62,60,60,60,53,57,50,45,41,43
64,62,62,60,60,60,57,50,52,41,43,43
62,62,62,60,60,59,50,52,53,43,43,43
62,62,60,60,59,60,52,53,52,43,43,48
62,60,65,59,60,60,53,52,57,43,48,41
60,65,64,60,60,60,52,57,55,48,41,48
65,64,0,60,60,0,57,55,0,41,48,0
0,64,65,0,60,60,0,55,57,0,48,48
64,65,64,60,60,60,55,57,55,48,48,48
65,64,64,60,60,60,57,55,55,48,48,43
64,64,60,60,60,57,55,55,50,48,43,41
64,60,69,60,57,60,55,50,50,43,41,41
60,69,67,57,60,60,50,50,52,41,41,43
69,67,65,60,60,59,50,52,55,41,43,43
67,65,64,60,59,60,52,55,55,43,43,48
65,64,65,59,60,59,55,55,55,43,48,50
64,65,67,60,59,60,55,55,55,48,50,52
65,67,72,59,60,60,55,55,55,50,52,52
67,72,71,60,60,62,55,55,56,52,52,41
72,71,69,60,62,60,55,56,57,52,41,41
71,69,67,62,60,64,56,57,59,41,41,43
69,67,65,60,64,64,57,59,60,41,43,45
67,65,67,64,64,62,59,60,55,43,45,47
65,67,64,64,62,60,60,55,55,45,47,48
67,64,60,62,60,60,55,55,54,47,48,45
64,60,62,60,60,59,55,54,55,48,45,43
60,62,64,60,59,60,54,55,55,45,43,48
62,64,65,59,60,59,55,55,55,43,48,50
64,65,67,60,59,60,55,55,55,48,50,52
65,67,69,59,60,60,55,55,53,50,52,53
67,69,67,60,60,60,55,53,55,52,53,52
69,67,72,60,60,64,53,55,57,53,52,45
67,72,72,60,64,64,55,57,57,52,45,52
72,72,71,64,64,64,57,57,56,45,52,50
72,71,69,64,64,64,57,56,57,52,50,48
71,69,64,64,64,64,56,57,57,50,48,49
69,64,65,64,64,62,57,57,57,48,49,50
64,65,62,64,62,62,57,57,55,49,50,47
65,62,64,62,62,60,57,55,55,50,47,48
62,64,65,62,60,60,55,55,57,47,48,48
64,65,64,60,60,60,55,57,55,48,48,48
65,64,64,60,60,57,57,55,55,48,48,41
64,64,62,60,57,57,55,55,53,48,41,41
64,62,0,57,57,0,55,53,0,41,41,0
0,76,74,0,67,65,0,60,55,0,48,48
76,74,72,67,65,64,60,55,55,48,48,48
74,72,69,65,64,65,55,55,60,48,48,48
72,69,67,64,65,64,55,60,60,48,48,48
69,67,72,65,64,67,60,60,60,48,48,52
67,72,71,64,67,65,60,60,55,48,52,50
72,71,72,67,65,64,60,55,55,52,50,48
71,72,74,65,64,67,55,55,59,50,48,55
72,74,76,64,67,67,55,59,60,48,55,60
74,76,74,67,67,67,59,60,59,55,60,55
76,74,76,67,67,67,60,59,60,60,55,60
74,76,74,67,67,65,59,60,59,55,60,55
76,74,72,67,65,64,60,59,60,60,55,57
74,72,74,65,64,67,59,60,59,55,57,55
72,74,72,64,67,67,60,59,60,57,55,52
74,72,69,67,67,65,59,60,60,55,52,53
72,69,67,67,65,64,60,60,60,52,53,48
69,67,72,65,64,67,60,60,60,53,48,52
67,72,71,64,67,65,60,60,55,48,52,50
72,71,72,67,65,64,60,55,55,52,50,48
71,72,74,65,64,65,55,55,57,50,48,53
72,74,71,64,65,62,55,57,55,48,53,55
74,71,71,65,62,65,57,55,55,53,55,55
71,71,72,62,65,64,55,55,55,55,55,48
71,72,72,65,64,65,55,55,57,55,48,53
72,72,72,64,65,64,55,57,55,48,53,48
72,72,0,65,64,0,57,55,0,53,48,0
0,60,64,0,55,60,0,52,55,0,48,48
60,64,65,55,60,60,52,55,48,48,48,45
64,65,67,60,60,59,55,48,50,48,45,43
65,67,60,60,59,60,48,50,48,45,43,45
67,60,60,59,60,60,50,48,52,43,45,45
60,60,62,60,60,59,48,52,55,45,45,43
60,62,64,60,59,60,52,55,55,45,43,48
62,64,65,59,60,60,55,55,57,43,48,41
64,65,64,60,60,60,55,57,55,48,41,48
65,64,62,60,60,59,57,55,55,41,48,43
64,62,60,60,59,60,55,55,52,48,43,45
62,60,60,59,60,55,55,52,52,43,45,48
60,60,67,60,55,60,52,52,52,45,48,48
60,67,72,55,60,64,52,52,55,48,48,48
67,72,71,60,64,62,52,55,55,48,48,43
72,71,69,64,62,60,55,55,52,48,43,45
71,69,69,62,60,60,55,52,54,43,45,45
69,69,67,60,60,59,52,54,55,45,45,52
69,67,67,60,59,64,54,55,57,45,52,48
67,67,66,59,64,62,55,57,57,52,48,50
67,66,66,64,62,60,57,57,57,48,50,50
66,66,67,62,60,59,57,57,55,50,50,43
66,67,64,60,59,60,57,55,55,50,43,48
67,64,62,59,60,59,55,55,55,43,48,43
64,62,62,60,59,59,55,55,53,48,43,43
62,62,60,59,59,60,55,53,52,43,43,45
62,60,60,59,60,55,53,52,52,43,45,48
60,60,65,60,55,60,52,52,57,45,48,41
60,65,64,55,60,60,52,57,55,48,41,48
65,64,0,60,60,0,57,55,0,41,48,0
0,64,65,0,60,60,0,55,57,0,48,41
64,65,64,60,60,60,55,57,55,48,41,43
65,64,62,60,60,59,57,55,53,41,43,43
64,62,62,60,59,59,55,53,53,43,43,48
62,62,64,59,59,60,53,53,52,43,48,48
62,64,64,59,60,62,53,52,56,48,48,47
64,64,64,60,62,60,52,56,57,48,47,45
64,64,72,62,60,64,56,57,57,47,45,45
64,72,71,60,64,63,57,57,57,45,45,47
72,71,69,64,63,63,57,57,54,45,47,47
71,69,67,63,63,63,57,54,59,47,47,47
69,67,66,63,63,63,54,59,57,47,47,47
67,66,66,63,63,63,59,57,57,47,47,52
66,66,67,63,63,64,57,57,55,47,52,52
66,67,67,63,64,64,57,55,58,52,52,48
67,67,69,64,64,64,55,58,57,52,48,41
67,69,69,64,64,62,58,57,57,48,41,41
69,69,69,64,62,62,57,57,57,41,41,53
69,69,71,62,62,62,57,57,57,41,53,52
69,71,71,62,62,62,57,57,56,53,52,52
71,71,69,62,62,62,57,56,54,52,52,52
71,69,71,62,62,62,56,54,56,52,52,52
69,71,71,62,62,62,54,56,56,52,52,45
71,71,72,62,62,60,56,56,57,52,45,45
71,72,72,62,60,60,56,57,57,45,45,41
72,72,69,60,60,60,57,57,53,45,41,41
72,69,65,60,60,60,57,53,57,41,41,41
69,65,62,60,60,60,53,57,55,41,41,43
65,62,62,60,60,59,57,55,55,41,43,43
62,62,62,60,59,59,55,55,53,43,43,43
62,62,60,59,59,60,55,53,52,43,43,48
62,60,60,59,60,57,53,52,53,43,48,41
60,60,60,60,57,55,52,53,52,48,41,48
60,60,0,57,55,0,53,52,0,41,48,0
0,60,64,0,60,60,0,52,55,0,48,48
60,64,60,60,60,60,52,55,52,48,48,48
64,60,67,60,60,62,55,52,50,48,48,47
60,67,64,60,62,60,52,50,55,48,47,48
67,64,72,62,60,64,50,55,57,47,48,57
64,72,71,60,64,64,55,57,59,48,57,55
72,71,69,64,64,65,57,59,60,57,55,53
71,69,67,64,65,60,59,60,52,55,53,52
69,67,65,65,60,59,60,52,53,53,52,50
67,65,64,60,59,60,52,53,55,52,50,48
65,64,62,59,60,59,53,55,55,50,48,43
64,62,64,60,59,60,55,55,55,48,43,48
62,64,60,59,60,60,55,55,52,43,48,48
64,60,69,60,60,64,55,52,60,48,48,45
60,69,67,60,64,64,52,60,59,48,45,47
69,67,67,64,64,64,60,59,59,45,47,48
67,67,66,64,64,62,59,59,57,47,48,50
67,66,62,64,62,62,59,57,54,48,50,48
66,62,74,62,62,62,57,54,55,50,48,47
62,74,72,62,62,64,54,55,55,48,47,48
74,72,71,62,64,62,55,55,55,47,48,50
72,71,69,64,62,62,55,55,54,48,50,50
71,69,69,62,62,60,55,54,54,50,50,50
69,69,67,62,60,59,54,54,55,50,50,43
69,67,67,60,59,60,54,55,60,50,43,52
67,67,69,59,60,60,55,60,57,43,52,53
67,69,71,60,60,62,60,57,53,52,53,50
69,71,72,60,62,64,57,53,55,53,50,48
71,72,60,62,64,60,53,55,52,50,48,48
72,60,62,64,60,55,55,52,55,48,48,47
60,62,64,60,55,60,52,55,55,48,47,48
62,64,65,55,60,60,55,55,60,47,48,57
64,65,67,60,60,60,55,60,58,48,57,55
65,67,69,60,60,60,60,58,57,57,55,53
67,69,71,60,60,64,58,57,56,55,53,52
69,71,72,60,64,64,57,56,57,53,52,57
71,72,74,64,64,62,56,57,57,52,57,53
72,74,72,64,62,64,57,57,60,57,53,55
74,72,71,62,64,67,57,60,62,53,55,43
72,71,71,64,67,65,60,62,62,55,43,43
71,71,72,67,65,64,62,62,60,43,43,48
71,72,72,65,64,65,62,60,57,43,48,53
72,72,72,64,65,64,60,57,55,48,53,48
72,72,0,65,64,0,57,55,0,53,48,0
0,67,64,0,60,60,0,52,55,0,48,48
67,64,69,60,60,60,52,55,57,48,48,53
64,69,67,60,60,60,55,57,60,48,53,52
69,67,72,60,60,64,57,60,60,53,52,57
67,72,72,60,64,62,60,60,57,52,57,53
72,72,71,64,62,62,60,57,55,57,53,55
72,71,72,62,62,64,57,55,55,53,55,48
71,72,67,62,64,64,55,55,60,55,48,48
72,67,72,64,64,64,55,60,60,48,48,45
67,72,67,64,64,64,60,60,59,48,45,52
72,67,69,64,64,64,60,59,57,45,52,48
67,69,66,64,64,62,59,57,57,52,48,50
69,66,67,64,62,62,57,57,59,48,50,43
66,67,71,62,62,62,57,59,55,50,43,55
67,71,72,62,62,64,59,55,55,43,55,48
71,72,69,62,64,60,55,55,57,55,48,53
72,69,74,64,60,65,55,57,57,48,53,50
69,74,71,60,65,62,57,57,55,53,50,55
74,71,72,65,62,64,57,55,55,50,55,48
71,72,69,62,64,64,55,55,57,55,48,53
72,69,69,64,64,62,55,57,57,48,53,53
69,69,71,64,62,59,57,57,56,53,53,52
69,71,67,62,59,60,57,56,55,53,52,52
71,67,69,59,60,65,56,55,53,52,52,50
67,69,72,60,65,64,55,53,55,52,50,48
69,72,74,65,64,62,53,55,57,50,48,53
72,74,71,64,62,62,55,57,55,48,53,55
74,71,72,62,62,64,57,55,55,53,55,48
71,72,72,62,64,65,55,55,57,55,48,53
72,72,72,64,65,64,55,57,55,48,53,48
72,72,0,65,64,0,57,55,0,53,48,0
0,76,74,0,67,67,0,67,65,0,60,60
76,74,72,67,67,67,67,65,64,60,60,60
74,72,71,67,67,67,65,64,65,60,60,62
72,71,72,67,67,67,64,65,64,60,62,60
71,72,74,67,67,69,65,64,65,62,60,53
72,74,69,67,69,69,64,65,65,60,53,53
74,69,71,69,69,67,65,65,65,53,53,55
69,71,72,69,67,67,65,65,64,53,55,48
71,72,72,67,67,69,65,64,65,55,48,53
72,72,71,67,69,67,64,65,65,48,53,53
72,71,69,69,67,65,65,65,65,53,53,53
71,69,67,67,65,67,65,65,64,53,53,60
69,67,72,65,67,67,65,64,64,53,60,48
67,72,72,67,67,65,64,64,62,60,48,50
72,72,71,67,65,65,64,62,62,48,50,50
72,71,72,65,65,65,62,62,60,50,50,50
71,72,74,65,65,67,62,60,59,50,50,55
72,74,76,65,67,67,60,59,65,50,55,60
74,76,74,67,67,67,59,65,65,55,60,60
76,74,72,67,67,67,65,65,64,60,60,60
74,72,71,67,67,67,65,64,65,60,60,62
72,71,72,67,67,67,64,65,64,60,62,60
71,72,74,67,67,69,65,64,65,62,60,53
72,74,69,67,69,69,64,65,65,60,53,53
74,69,71,69,69,67,65,65,65,53,53,55
69,71,72,69,67,67,65,65,64,53,55,48
71,72,72,67,67,69,65,64,65,55,48,53
72,72,71,67,69,67,64,65,65,48,53,53
72,71,69,69,67,65,65,65,65,53,53,53
71,69,67,67,65,67,65,65,64,53,53,60
69,67,76,65,67,72,65,64,67,53,60,48
67,76,74,67,72,72,64,67,66,60,48,50
76,74,76,72,72,72,67,66,66,48,50,50
74,76,74,72,72,71,66,66,65,50,50,55
76,74,72,72,71,72,66,65,64,50,55,60
74,72,77,71,72,72,65,64,69,55,60,53
72,77,76,72,72,72,64,69,67,60,53,60
77,76,74,72,72,71,69,67,67,53,60,55
76,74,76,72,71,72,67,67,67,60,55,60
74,76,76,71,72,67,67,67,67,55,60,60
76,76,74,72,67,67,67,67,65,60,60,60
76,74,72,67,67,67,67,65,64,60,60,60
74,72,69,67,67,69,65,64,65,60,60,53
72,69,72,67,69,69,64,65,65,60,53,57
69,72,74,69,69,71,65,65,67,53,57,55
72,74,74,69,71,71,65,67,65,57,55,55
74,74,72,71,71,67,67,65,64,55,55,48
74,72,72,71,67,69,65,64,65,55,48,53
72,72,72,67,69,67,64,65,64,48,53,48
72,72,0,69,67,0,65,64,0,53,48,0
0,67,69,0,64,65,0,60,60,0,48,48
67,69,67,64,65,64,60,60,60,48,48,48
69,67,72,65,64,64,60,60,55,48,48,48
67,72,74,64,64,65,60,55,57,48,48,53
72,74,72,64,65,65,55,57,57,48,53,53
74,72,69,65,65,65,57,57,60,53,53,53
72,69,67,65,65,64,57,60,60,53,53,60
69,67,69,65,64,65,60,60,60,53,60,60
67,69,67,64,65,64,60,60,60,60,60,48
69,67,64,65,64,60,60,60,60,60,48,52
67,64,62,64,60,62,60,60,59,48,52,55
64,62,67,60,62,64,60,59,60,52,55,48
62,67,69,62,64,65,59,60,60,55,48,48
67,69,67,64,65,64,60,60,60,48,48,48
69,67,72,65,64,64,60,60,55,48,48,48
67,72,74,64,64,65,60,55,57,48,48,53
72,74,72,64,65,65,55,57,57,48,53,53
74,72,69,65,65,65,57,57,60,53,53,53
72,69,67,65,65,64,57,60,60,53,53,55
69,67,72,65,64,64,60,60,60,53,55,55
67,72,76,64,64,67,60,60,60,55,55,55
72,76,74,64,67,65,60,60,59,55,55,55
76,74,72,67,65,64,60,59,60,55,55,48
74,72,71,65,64,62,59,60,62,55,48,55
72,71,72,64,62,64,60,62,60,48,55,55
71,72,74,62,64,65,62,60,59,55,55,55
72,74,76,64,65,67,60,59,59,55,55,55
74,76,74,65,67,65,59,59,60,55,55,48
76,74,72,67,65,65,59,60,60,55,48,48
74,72,69,65,65,65,60,60,60,48,48,48
72,69,67,65,65,64,60,60,60,48,48,48
69,67,71,65,64,62,60,60,62,48,48,55
67,71,72,64,62,64,60,62,60,48,55,55
71,72,74,62,64,65,62,60,59,55,55,55
72,74,76,64,65,67,60,59,60,55,55,55
74,76,74,65,67,67,59,60,59,55,55,55
76,74,67,67,67,64,60,59,60,55,55,60
74,67,69,67,64,65,59,60,60,55,60,60
67,69,67,64,65,64,60,60,60,60,60,48
69,67,72,65,64,64,60,60,55,60,48,48
67,72,74,64,64,65,60,55,57,48,48,53
72,74,72,64,65,65,55,57,57,48,53,53
74,72,69,65,65,65,57,57,60,53,53,53
72,69,67,65,65,64,57,60,60,53,53,55
69,67,72,65,64,64,60,60,60,53,55,55
67,72,76,64,64,67,60,60,60,55,55,55
72,76,74,64,67,65,60,60,59,55,55,55
76,74,72,67,65,64,60,59,60,55,55,48
74,72,72,65,64,65,59,60,57,55,48,53
72,72,72,64,65,64,60,57,55,48,53,48
72,72,0,65,64,0,57,55,0,53,48,0
0,72,76,0,67,67,0,64,60,0,48,60
72,76,76,67,67,67,64,60,64,48,60,60
76,76,76,67,67,72,60,64,67,60,60,60
76,76,79,67,72,72,64,67,64,60,60,48
76,79,79,72,72,71,67,64,64,60,48,48
79,79,77,72,71,69,64,64,65,48,48,50
79,77,77,71,69,71,64,65,65,48,50,50
77,77,76,69,71,72,65,65,67,50,50,52
77,76,74,71,72,72,65,67,69,50,52,53
76,74,74,72,72,71,67,69,67,52,53,55
74,74,76,72,71,72,69,67,67,53,55,48
74,76,72,71,72,67,67,67,64,55,48,60
76,72,72,72,67,67,67,64,62,48,60,59
72,72,76,67,67,69,64,62,60,60,59,57
72,76,76,67,69,71,62,60,59,59,57,56
76,76,81,69,71,74,60,59,62,57,56,55
76,81,79,71,74,76,59,62,60,56,55,57
81,79,77,74,76,72,62,60,65,55,57,53
79,77,77,76,72,72,60,65,64,57,53,53
77,77,77,72,72,74,65,64,62,53,53,55
77,77,76,72,74,76,64,62,64,53,55,48
77,76,71,74,76,71,62,64,65,55,48,62
76,71,79,76,71,71,64,65,64,48,62,60
71,79,79,71,71,76,65,64,64,62,60,60
79,79,79,71,76,76,64,64,65,60,60,60
79,79,74,76,76,71,64,65,67,60,60,55
79,74,72,76,71,72,65,67,64,60,55,57
74,72,72,71,72,71,67,64,62,55,57,57
72,72,76,72,71,69,64,62,60,57,57,57
72,76,76,71,69,71,62,60,59,57,57,56
76,76,76,69,71,69,60,59,60,57,56,57
76,76,79,71,69,67,59,60,60,56,57,52
76,79,79,69,67,69,60,60,60,57,52,52
79,79,77,67,69,71,60,60,62,52,52,50
79,77,76,69,71,72,60,62,64,52,50,48
77,76,76,71,72,72,62,64,65,50,48,48
76,76,74,72,72,72,64,65,67,48,48,55
76,74,74,72,72,71,65,67,67,48,55,55
74,74,74,72,71,71,67,67,65,55,55,55
74,74,72,71,71,72,67,65,64,55,55,48
74,72,72,71,72,69,65,64,65,55,48,53
72,72,72,72,69,67,64,65,64,48,53,48
72,72,0,69,67,0,65,64,0,53,48,0
0,64,63,0,60,60,0,55,54,0,48,48
64,63,64,60,60,60,55,54,55,48,48,48
63,64,65,60,60,61,54,55,57,48,48,45
64,65,64,60,61,61,55,57,55,48,45,45
65,64,64,61,61,60,57,55,54,45,45,50
64,64,63,61,60,60,55,54,54,45,50,50
64,63,60,60,60,55,54,54,52,50,50,43
63,60,62,60,55,59,54,52,55,50,43,43
60,62,63,55,59,59,52,55,55,43,43,43
62,63,64,59,59,60,55,55,55,43,43,48
63,64,63,59,60,60,55,55,54,43,48,48
64,63,64,60,60,60,55,54,55,48,48,46
63,64,69,60,60,61,54,55,55,48,46,45
64,69,67,60,61,61,55,55,57,46,45,45
69,67,60,61,61,55,55,57,52,45,45,43
67,60,62,61,55,59,57,52,53,45,43,43
60,62,64,55,59,59,52,53,55,43,43,43
62,64,60,59,59,60,53,55,52,43,43,48
64,60,60,59,60,57,55,52,53,43,48,41
60,60,60,60,57,55,52,53,52,48,41,48
60,60,0,57,55,0,53,52,0,41,48,0
0,60,62,0,60,60,0,52,53,0,48,48
60,62,64,60,60,60,52,53,55,48,48,48
62,64,65,60,60,60,53,55,57,48,48,41
64,65,64,60,60,59,55,57,55,48,41,43
65,64,62,60,59,59,57,55,53,41,43,43
64,62,60,59,59,60,55,53,52,43,43,48
62,60,64,59,60,60,53,52,55,43,48,48
60,64,65,60,60,59,52,55,55,48,48,50
64,65,67,60,59,60,55,55,55,48,50,52
65,67,67,59,60,59,55,55,53,50,52,50
67,67,67,60,59,60,55,53,52,52,50,48
67,67,69,59,60,60,53,52,53,50,48,41
67,69,67,60,60,60,52,53,50,48,41,43
69,67,65,60,60,62,53,50,55,41,43,43
67,65,64,60,62,60,50,55,55,43,43,48
65,64,65,62,60,59,55,55,55,43,48,50
64,65,67,60,59,60,55,55,55,48,50,52
65,67,64,59,60,55,55,55,55,50,52,48
67,64,62,60,55,59,55,55,55,52,48,43
64,62,62,55,59,59,55,55,53,48,43,43
62,62,60,59,59,60,55,53,52,43,43,48
62,60,62,59,60,60,53,52,53,43,48,48
60,62,64,60,60,60,52,53,55,48,48,48
62,64,64,60,60,62,53,55,56,48,48,47
64,64,64,60,62,59,55,56,55,48,47,43
64,64,62,62,59,59,56,55,53,47,43,43
64,62,60,59,59,60,55,53,52,43,43,48
62,60,64,59,60,60,53,52,55,43,48,48
60,64,65,60,60,60,52,55,50,48,48,48
64,65,67,60,60,60,55,50,52,48,48,48
65,67,67,60,60,62,50,52,52,48,48,46
67,67,67,60,62,61,52,52,52,48,46,45
67,67,69,62,61,57,52,52,52,46,45,49
67,69,67,61,57,57,52,52,50,45,49,50
69,67,65,57,57,60,52,50,57,49,50,50
67,65,64,57,60,59,50,57,56,50,50,52
65,64,64,60,59,60,57,56,55,50,52,48
64,64,62,59,60,55,56,55,55,52,48,47
64,62,64,60,55,59,55,55,55,48,47,43
62,64,62,55,59,59,55,55,53,47,43,43
64,62,60,59,59,60,55,53,52,43,43,48
62,60,60,59,60,57,53,52,53,43,48,41
60,60,60,60,57,55,52,53,52,48,41,48
60,60,0,57,55,0,53,52,0,41,48,0
0,67,69,0,64,64,0,60,60,0,48,48
67,69,67,64,64,67,60,60,60,48,48,52
69,67,72,64,67,67,60,60,60,48,52,52
67,72,72,67,67,65,60,60,55,52,52,50
72,72,71,67,65,65,60,55,55,52,50,50
72,71,72,65,65,65,55,55,57,50,50,50
71,72,74,65,65,65,55,57,59,50,50,50
72,74,76,65,65,64,57,59,60,50,50,48
74,76,72,65,64,67,59,60,64,50,48,60
76,72,74,64,67,67,60,64,64,48,60,60
72,74,72,67,67,69,64,64,64,60,60,57
74,72,76,67,69,72,64,64,64,60,57,57
72,76,76,69,72,72,64,64,66,57,57,50
76,76,74,72,72,72,64,66,66,57,50,50
76,74,76,72,72,72,66,66,66,50,50,50
74,76,78,72,72,72,66,66,62,50,50,50
76,78,79,72,72,71,66,62,62,50,50,55
78,79,77,72,71,71,62,62,65,50,55,62
79,77,77,71,71,69,62,65,62,55,62,60
77,77,77,71,69,67,65,62,62,62,60,59
77,77,74,69,67,67,62,62,62,60,59,59
77,74,76,67,67,67,62,62,59,59,59,55
74,76,77,67,67,67,62,59,59,59,55,55
76,77,76,67,67,67,59,59,60,55,55,48
77,76,72,67,67,64,59,60,60,55,48,57
76,72,74,67,64,64,60,60,60,48,57,57
72,74,72,64,64,64,60,60,60,57,57,57
74,72,72,64,64,62,60,60,57,57,57,53
72,72,69,64,62,62,60,57,60,57,53,53
72,69,67,62,62,62,57,60,59,53,53,55
69,67,69,62,62,65,60,59,59,53,55,55
67,69,65,62,65,64,59,59,59,55,55,55
69,65,67,65,64,64,59,59,60,55,55,48
65,67,69,64,64,65,59,60,60,55,48,53
67,69,67,64,65,64,60,60,60,48,53,48
69,67,0,65,64,0,60,60,0,53,48,0
0,64,60,0,60,60,0,55,52,0,48,48
64,60,62,60,60,60,55,52,53,48,48,48
60,62,65,60,60,60,52,53,57,48,48,41
62,65,64,60,60,60,53,57,55,48,41,48
65,64,0,60,60,0,57,55,0,41,48,0
0,64,67,0,60,64,0,55,59,0,48,48
64,67,67,60,64,64,55,59,55,48,48,48
67,67,66,64,64,63,59,55,57,48,48,48
67,66,67,64,63,64,55,57,55,48,48,48
66,67,69,63,64,63,57,55,54,48,48,48
67,69,67,64,63,64,55,54,55,48,48,48
69,67,64,63,64,63,54,55,56,48,48,47
67,64,64,64,63,60,55,56,57,48,47,45
64,64,67,63,60,64,56,57,57,47,45,41
64,67,66,60,64,63,57,57,57,45,41,41
67,66,64,64,63,60,57,57,55,41,41,43
66,64,62,63,60,60,57,55,55,41,43,45
64,62,62,60,60,60,55,55,54,43,45,45
62,62,62,60,60,59,55,54,55,45,45,43
62,62,65,60,59,62,54,55,55,45,43,47
62,65,64,59,62,60,55,55,55,43,47,48
65,64,65,62,60,62,55,55,57,47,48,41
64,65,62,60,62,62,55,57,53,48,41,41
65,62,60,62,62,55,57,53,52,41,41,43
62,60,60,62,55,55,53,52,52,41,43,48
60,60,60,55,55,57,52,52,53,43,48,41
60,60,60,55,57,55,52,53,52,48,41,48
60,60,0,57,55,0,53,52,0,41,48,0
0,76,74,0,67,65,0,60,55,0,48,48
76,74,72,67,65,64,60,55,55,48,48,48
74,72,74,65,64,65,55,55,57,48,48,53
72,74,72,64,65,65,55,57,57,48,53,53
74,72,69,65,65,65,57,57,60,53,53,53
72,69,67,65,65,64,57,60,60,53,53,48
69,67,72,65,64,67,60,60,60,53,48,52
67,72,71,64,67,65,60,60,55,48,52,50
72,71,72,67,65,64,60,55,55,52,50,48
